fen,eval
2r1k3/5p2/pp1p3b/1P2np2/2P1b2R/8/P4K2/8 b - - 0 32,-8.2800
2r5/3k1p2/pp1p3b/1P2np2/2P1b2R/8/P4K2/8 w - - 1 33,-8.0400
2r5/3k1p2/pp1p3R/1P2np2/2P1b3/8/P4K2/8 b - - 0 33,-8.2200
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 3,0.2900
rnbqk2r/ppppbppp/4pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 1 4,0.4100
rnbqk2r/ppppbppp/4pn2/8/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 2 4,0.4300
rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 3 5,0.6500
rnbqk2r/pppp1ppp/4pn2/6B1/1bPP4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 4 5,0.6900
rnbqk2r/pppp1pp1/4pn1p/6B1/1bPP4/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 6,0.6700
rnbqk2r/pppp1pp1/4pB1p/8/1bPP4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 0 6,0.1600
rnbqk2r/pppp1pp1/4pB1p/8/2PP4/2b2N2/PP2PPPP/R2QKB1R w KQkq - 0 7,0.1600
rnbqk2r/pppp1pp1/4pB1p/8/2PP4/2b2N2/PP1QPPPP/R3KB1R b KQkq - 1 7,-6.9100
rnbqk2r/ppp2pp1/3ppB1p/8/2PP4/2b2N2/PP1QPPPP/R3KB1R w KQkq - 0 8,0.1800
rnbBk2r/ppp2pp1/3pp2p/8/2PP4/2b2N2/PP1QPPPP/R3KB1R b KQkq - 0 8,-0.0400
rnbBk2r/ppp2pp1/3pp2p/8/2PP4/5N2/PP1bPPPP/R3KB1R w KQkq - 0 9,-0.0200
rnbBk2r/ppp2pp1/3pp2p/8/2PP4/5N2/PP1bPPPP/R2K1B1R b kq - 1 9,-0.2200
rnbB3r/pppk1pp1/3pp2p/8/2PP4/5N2/PP1bPPPP/R2K1B1R w - - 2 10,1.6400
rnb4r/pppk1pp1/3ppB1p/8/2PP4/5N2/PP1bPPPP/R2K1B1R b - - 3 10,-0.0400
rnb4r/pppk1pp1/3ppB1p/8/2PP4/4bN2/PP2PPPP/R2K1B1R w - - 4 11,0.9300
rnb4r/pppk1pB1/3pp2p/8/2PP4/4bN2/PP2PPPP/R2K1B1R b - - 0 11,0.9700
rnb4r/ppp1kpB1/3pp2p/8/2PP4/4bN2/PP2PPPP/R2K1B1R w - - 1 12,4.8100
rnb4B/ppp1kp2/3pp2p/8/2PP4/4bN2/PP2PPPP/R2K1B1R b - - 0 12,5.1300
rn5B/pppbkp2/3pp2p/8/2PP4/4bN2/PP2PPPP/R2K1B1R w - - 1 13,6.5100
rn6/pppbkp2/3pp2p/4B3/2PP4/4bN2/PP2PPPP/R2K1B1R b - - 2 13,4.8100
r7/pppbkp2/2npp2p/4B3/2PP4/4bN2/PP2PPPP/R2K1B1R w - - 3 14,5.8900
r7/pppbkp2/2nppB1p/8/2PP4/4bN2/PP2PPPP/R2K1B1R b - - 4 14,5.2400
r7/pppb1p2/2nppk1p/8/2PP4/4bN2/PP2PPPP/R2K1B1R w - - 0 15,5.6500
r7/pppb1p2/2nppk1p/8/2PP4/4b3/PP1NPPPP/R2K1B1R b - - 1 15,1.4500
r7/pppb1p2/2nppk1p/8/2PP4/8/PP1bPPPP/R2K1B1R w - - 0 16,2.7800
r7/pppb1p2/2nppk1p/3P4/2P5/8/PP1bPPPP/R2K1B1R b - - 0 16,1.0000
r7/pppb1p2/3ppk1p/3Pn3/2P5/8/PP1bPPPP/R2K1B1R w - - 1 17,1.7400
r7/pppb1p2/3ppk1p/3Pn3/2P5/8/PP1KPPPP/R4B1R b - - 0 17,0.9300
r7/p1pb1p2/3ppk1p/1p1Pn3/2P5/8/PP1KPPPP/R4B1R w - - 0 18,3.3400
r7/p1pb1p2/3ppk1p/1p1Pn3/2P5/1P6/P2KPPPP/R4B1R b - - 0 18,2.7500
r7/p1pb1p2/3p1k1p/1p1pn3/2P5/1P6/P2KPPPP/R4B1R w - - 0 19,3.9200
r7/p1pb1p2/3p1k1p/1p1Pn3/8/1P6/P2KPPPP/R4B1R b - - 0 19,3.9600
r7/p1pb1p2/3p1k1p/3Pn3/1p6/1P6/P2KPPPP/R4B1R w - - 0 20,4.0200
r7/p1pb1p2/3p1k1p/3Pn3/1p6/1P5P/P2KPPP1/R4B1R b - - 0 20,3.9000
r7/p1pb1p2/3p1knp/3P4/1p6/1P5P/P2KPPP1/R4B1R w - - 1 21,4.2400
r7/p1pb1p2/3p1knp/3P4/1p5P/1P6/P2KPPP1/R4B1R b - - 0 21,3.5100
r7/2pb1p2/3p1knp/p2P4/1p5P/1P6/P2KPPP1/R4B1R w - - 0 22,3.5100
r7/2pb1p2/3p1knp/p2P4/1p5P/PP6/3KPPP1/R4B1R b - - 0 22,3.8200
r7/2pb1p2/3p1knp/3P4/pp5P/PP6/3KPPP1/R4B1R w - - 0 23,4.3200
r7/2pb1p2/3p1knp/3P4/Pp5P/P7/3KPPP1/R4B1R b - - 0 23,2.3100
r7/2pb1p2/3p1knp/3P4/P6P/p7/3KPPP1/R4B1R w - - 0 24,4.3100
r7/2pb1p2/3p1knp/3P4/P6P/p5P1/3KPP2/R4B1R b - - 0 24,2.0400
8/2pb1p2/3p1knp/3P4/r6P/p5P1/3KPP2/R4B1R w - - 0 25,2.1800
8/2pb1p2/3p1knp/3P4/r6P/p5P1/3KPPB1/R6R b - - 1 25,2.2800
8/2p2p2/3p1knp/1b1P4/r6P/p5P1/3KPPB1/R6R w - - 2 26,2.1500
8/2p2p2/3p1knp/1b1P4/r6P/p5P1/3KPPB1/RR6 b - - 3 26,2.2200
8/2p2p2/3p1knp/rb1P4/7P/p5P1/3KPPB1/RR6 w - - 4 27,2.5700
8/2p2p2/3p1knp/rb1P4/7P/p5P1/3KPPB1/R1R5 b - - 5 27,2.5800
8/2p2p2/3p1kn1/rb1P3p/7P/p5P1/3KPPB1/R1R5 w - - 0 28,3.2200
8/2p2p2/3p1kn1/rb1P3p/5P1P/p5P1/3KP1B1/R1R5 b - - 0 28,2.8000
8/2p2p2/3p1kn1/1b1P3p/r4P1P/p5P1/3KP1B1/R1R5 w - - 1 29,3.6500
8/2p2p2/3p1kn1/1b1P3p/r4P1P/p1R3P1/3KP1B1/R7 b - - 2 29,3.1400
8/2p2p2/3p1kn1/1b1P3p/r4P1P/2R3P1/p2KP1B1/R7 w - - 0 30,2.9700
8/2R2p2/3p1kn1/1b1P3p/r4P1P/6P1/p2KP1B1/R7 b - - 0 30,3.2900
8/2R2p2/3p1kn1/3P3p/r1b2P1P/6P1/p2KP1B1/R7 w - - 1 31,3.6300
8/2R2p2/3p1kn1/3P3p/r1b2P1P/5BP1/p2KP3/R7 b - - 2 31,2.8900
8/2R2p2/3p1kn1/3P3p/1rb2P1P/5BP1/p2KP3/R7 w - - 3 32,3.5400
8/2R2p2/3p1kn1/3P3p/1rb1BP1P/6P1/p2KP3/R7 b - - 4 32,3.3200
8/2R2pk1/3p2n1/3P3p/1rb1BP1P/6P1/p2KP3/R7 w - - 5 33,5.1000
8/2R2pk1/3p2n1/3P3p/1rb1BP1P/4K1P1/p3P3/R7 b - - 6 33,3.1300
5n2/2R2pk1/3p4/3P3p/1rb1BP1P/4K1P1/p3P3/R7 w - - 7 34,3.3600
5n2/R4pk1/3p4/3P3p/1rb1BP1P/4K1P1/p3P3/R7 b - - 8 34,2.9600
5n2/R4pk1/3p4/3P3p/1r2BP1P/1b2K1P1/p3P3/R7 w - - 9 35,3.6300
5n2/5pk1/R2p4/3P3p/1r2BP1P/1b2K1P1/p3P3/R7 b - - 10 35,2.3900
5n2/1r3pk1/R2p4/3P3p/4BP1P/1b2K1P1/p3P3/R7 w - - 11 36,3.1900
rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 3,0.2900
rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,0.3100
rnbqkb1r/pp2pppp/2p2n2/3P4/3P4/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 4,0.1500
rnbqkb1r/pp2pppp/5n2/3p4/3P4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 5,0.1300
rnbqkb1r/pp2pppp/5n2/3p4/3P4/5N2/PP1BPPPP/RN1QKB1R b KQkq - 1 5,0.1000
rn1qkb1r/pp1bpppp/5n2/3p4/3P4/5N2/PP1BPPPP/RN1QKB1R w KQkq - 2 6,0.1100
rn1qkb1r/pp1bpppp/5n2/3p4/3P4/4PN2/PP1B1PPP/RN1QKB1R b KQkq - 0 6,0.1100
rn1qkb1r/pp1bpppp/8/3p4/3Pn3/4PN2/PP1B1PPP/RN1QKB1R w KQkq - 1 7,0.1400
rn1qkb1r/pp1bpppp/8/3pN3/3Pn3/4P3/PP1B1PPP/RN1QKB1R b KQkq - 2 7,0.1300
rn1qkb1r/pp1bpppp/8/3pN3/3P4/4P3/PP1n1PPP/RN1QKB1R w KQkq - 0 8,0.2100
rn1qkb1r/pp1Npppp/8/3p4/3P4/4P3/PP1n1PPP/RN1QKB1R b KQkq - 0 8,-0.0400
rn1qkb1r/pp1Npppp/8/3p4/3P4/4P3/PP3PPP/Rn1QKB1R w KQkq - 0 9,0.0400
rN1qkb1r/pp2pppp/8/3p4/3P4/4P3/PP3PPP/Rn1QKB1R b KQkq - 0 9,0.0300
rN2kb1r/pp2pppp/8/q2p4/3P4/4P3/PP3PPP/Rn1QKB1R w KQkq - 1 10,0.1300
rN2kb1r/pp2pppp/8/q2p4/3P4/4P3/PP1Q1PPP/Rn2KB1R b KQkq - 2 10,-10.0000
rN2kb1r/pp2pppp/8/3p4/q2P4/4P3/PP1Q1PPP/Rn2KB1R w KQkq - 3 11,0.3400
rN2kb1r/pp2pppp/8/3p4/q2P4/4P3/PP3PPP/RnQ1KB1R b KQkq - 4 11,-0.0500
rN2kb1r/pp2pppp/8/3p4/1q1P4/4P3/PP3PPP/RnQ1KB1R w KQkq - 5 12,0.1300
rN2kb1r/pp2pppp/8/3p4/1q1P4/2Q1P3/PP3PPP/Rn2KB1R b KQkq - 6 12,-7.4400
rN2kb1r/pp3ppp/4p3/3p4/1q1P4/2Q1P3/PP3PPP/Rn2KB1R w KQkq - 0 13,0.0900
rN2kb1r/pp3ppp/4p3/1B1p4/1q1P4/2Q1P3/PP3PPP/Rn2K2R b KQkq - 1 13,0.0600
rN1k1b1r/pp3ppp/4p3/1B1p4/1q1P4/2Q1P3/PP3PPP/Rn2K2R w KQ - 2 14,0.0100
rN1k1b1r/pp3ppp/4p3/1B1p4/1q1P4/2Q1P3/PP3PPP/1R2K2R b K - 0 14,-3.9100
rN1k1b1r/pp3ppp/4p3/1q1p4/3P4/2Q1P3/PP3PPP/1R2K2R w K - 0 15,-3.9800
rN1k1b1r/pp3ppp/4p3/1q1p4/3P4/2Q1P3/PP3PPP/2R1K2R b K - 1 15,-6.5700
rN1k1b1r/pp3ppp/4p3/3p4/1q1P4/2Q1P3/PP3PPP/2R1K2R w K - 2 16,-4.0700
r2k1b1r/pp3ppp/2N1p3/3p4/1q1P4/2Q1P3/PP3PPP/2R1K2R b K - 3 16,-4.4100
r4b1r/pp1k1ppp/2N1p3/3p4/1q1P4/2Q1P3/PP3PPP/2R1K2R w K - 4 17,6.7400
r4b1r/pp1k1ppp/4p3/3pN3/1q1P4/2Q1P3/PP3PPP/2R1K2R b K - 5 17,0.5200
r4b1r/pp2kppp/4p3/3pN3/1q1P4/2Q1P3/PP3PPP/2R1K2R w K - 6 18,8.9800
r4b1r/pp2kppp/4p1N1/3p4/1q1P4/2Q1P3/PP3PPP/2R1K2R b K - 7 18,3.5300
r3kb1r/pp3ppp/4p1N1/3p4/1q1P4/2Q1P3/PP3PPP/2R1K2R w K - 8 19,3.6500
r3kN1r/pp3ppp/4p3/3p4/1q1P4/2Q1P3/PP3PPP/2R1K2R b K - 0 19,1.8800
r3kN1r/pp3ppp/1q2p3/3p4/3P4/2Q1P3/PP3PPP/2R1K2R w K - 1 20,2.7500
r3k2r/pp3ppp/1q2N3/3p4/3P4/2Q1P3/PP3PPP/2R1K2R b K - 0 20,2.5500
r3k2r/pp3ppp/4q3/3p4/3P4/2Q1P3/PP3PPP/2R1K2R w K - 0 21,3.2500
r3k2r/pp3ppp/4q3/3p4/3P4/Q3P3/PP3PPP/2R1K2R b K - 1 21,2.5500
r3k2r/pp1q1ppp/8/3p4/3P4/Q3P3/PP3PPP/2R1K2R w K - 2 22,2.6700
r3k2r/pp1q1ppp/8/3p4/3P4/Q3P2P/PP3PP1/2R1K2R b K - 0 22,2.0300
r3k2r/pp1q1p1p/6p1/3p4/3P4/Q3P2P/PP3PP1/2R1K2R w K - 0 23,3.6800
r3k2r/pp1q1p1p/6p1/3p4/3P4/Q3P2P/PPR2PP1/4K2R b K - 1 23,2.8100
r3k2r/pp1q1p2/6p1/3p3p/3P4/Q3P2P/PPR2PP1/4K2R w K - 0 24,3.6900
r3k2r/pp1q1p2/6p1/3p3p/3P4/Q3P2P/PP3PP1/2R1K2R b K - 1 24,2.3100
r3k2r/1p1q1p2/p5p1/3p3p/3P4/Q3P2P/PP3PP1/2R1K2R w K - 0 25,2.6300
r3k2r/1p1q1p2/p5p1/2Qp3p/3P4/4P2P/PP3PP1/2R1K2R b K - 1 25,2.5100
3rk2r/1p1q1p2/p5p1/2Qp3p/3P4/4P2P/PP3PP1/2R1K2R w K - 2 26,2.9400
3rk2r/1p1q1p2/p5p1/2Qp3p/3P4/P3P2P/1P3PP1/2R1K2R b K - 0 26,2.3400
3rk2r/1p1q4/p5p1/2Qp1p1p/3P4/P3P2P/1P3PP1/2R1K2R w K - 0 27,3.5700
3rk2r/1p1q4/pQ4p1/3p1p1p/3P4/P3P2P/1P3PP1/2R1K2R b K - 1 27,3.4200
3rk2r/1p1q4/pQ6/3p1ppp/3P4/P3P2P/1P3PP1/2R1K2R w K - 0 28,4.3900
3rk2r/1pRq4/pQ6/3p1ppp/3P4/P3P2P/1P3PP1/4K2R b K - 1 28,4.3600
3rk2r/1pR5/pQ1q4/3p1ppp/3P4/P3P2P/1P3PP1/4K2R w K - 2 29,4.2800
3rk2r/1pR5/p2Q4/3p1ppp/3P4/P3P2P/1P3PP1/4K2R b K - 0 29,4.0400
3rk3/1pR4r/p2Q4/3p1ppp/3P4/P3P2P/1P3PP1/4K2R w K - 1 30,10.0000
3rk3/1pR4r/p5Q1/3p1ppp/3P4/P3P2P/1P3PP1/4K2R b K - 2 30,10.0000
3rk3/1pR2r2/p5Q1/3p1ppp/3P4/P3P2P/1P3PP1/4K2R w K - 3 31,10.0000
3rk3/1pR2r2/p3Q3/3p1ppp/3P4/P3P2P/1P3PP1/4K2R b K - 4 31,10.0000
3rk3/1pR1r3/p3Q3/3p1ppp/3P4/P3P2P/1P3PP1/4K2R w K - 5 32,10.0000
3rk3/1p2R3/p3Q3/3p1ppp/3P4/P3P2P/1P3PP1/4K2R b K - 0 32,10.0000
3r1k2/1p2R3/p3Q3/3p1ppp/3P4/P3P2P/1P3PP1/4K2R w K - 1 33,10.0000
rnbqkbnr/pp1ppp1p/6p1/2p5/P3P3/5N2/1PPP1PPP/RNBQKB1R b KQkq - 0 3,0.3800
r1bqkbnr/pp1ppp1p/2n3p1/2p5/P3P3/5N2/1PPP1PPP/RNBQKB1R w KQkq - 1 4,0.1600
r1bqkbnr/pp1ppp1p/2n3p1/1Bp5/P3P3/5N2/1PPP1PPP/RNBQK2R b KQkq - 2 4,0.1000
r1bqk1nr/pp1pppbp/2n3p1/1Bp5/P3P3/5N2/1PPP1PPP/RNBQK2R w KQkq - 3 5,0.0900
r1bqk1nr/pp1pppbp/2n3p1/1Bp5/P3P3/2N2N2/1PPP1PPP/R1BQK2R b KQkq - 4 5,-0.1200
r1bqk1nr/1p1pppbp/p1n3p1/1Bp5/P3P3/2N2N2/1PPP1PPP/R1BQK2R w KQkq - 0 6,-0.0700
r1bqk1nr/1p1pppbp/p1n3p1/2p5/P3P3/2N2N2/1PPPBPPP/R1BQK2R b KQkq - 1 6,-0.6600
1rbqk1nr/1p1pppbp/p1n3p1/2p5/P3P3/2N2N2/1PPPBPPP/R1BQK2R w KQk - 2 7,-0.4400
1rbqk1nr/1p1pppbp/p1n3p1/2p5/P3P3/2NP1N2/1PP1BPPP/R1BQK2R b KQk - 0 7,-0.3400
1rbqk1nr/1p2ppbp/p1np2p1/2p5/P3P3/2NP1N2/1PP1BPPP/R1BQK2R w KQk - 0 8,-0.3400
1rbqk1nr/1p2ppbp/p1np2p1/2pN4/P3P3/3P1N2/1PP1BPPP/R1BQK2R b KQk - 1 8,-0.3200
1rbqk1nr/1p3pbp/p1npp1p1/2pN4/P3P3/3P1N2/1PP1BPPP/R1BQK2R w KQk - 0 9,-0.4000
1rbqk1nr/1p3pbp/p1npp1p1/2p5/P3P3/3PNN2/1PP1BPPP/R1BQK2R b KQk - 1 9,-0.3600
1rbqk2r/1p3pbp/p1nppnp1/2p5/P3P3/3PNN2/1PP1BPPP/R1BQK2R w KQk - 2 10,-0.4100
1rbqk2r/1p3pbp/p1nppnp1/2p5/P3P3/2PPNN2/1P2BPPP/R1BQK2R b KQk - 0 10,-0.3200
1rbq1rk1/1p3pbp/p1nppnp1/2p5/P3P3/2PPNN2/1P2BPPP/R1BQK2R w KQ - 1 11,-0.2600
1rbq1rk1/1p3pbp/p1nppnp1/2p5/P3P3/2PPNN1P/1P2BPP1/R1BQK2R b KQ - 0 11,-0.3800
1rbq1rk1/5pbp/p1nppnp1/1pp5/P3P3/2PPNN1P/1P2BPP1/R1BQK2R w KQ - 0 12,-0.2200
1rbq1rk1/5pbp/p1nppnp1/1pp5/P3P3/2PPNN1P/1P2BPP1/R1BQ1RK1 b - - 1 12,-0.5900
1rbq1rk1/5pb1/p1nppnp1/1pp4p/P3P3/2PPNN1P/1P2BPP1/R1BQ1RK1 w - - 0 13,0.0200
1rbq1rk1/5pb1/p1nppnp1/1Pp4p/4P3/2PPNN1P/1P2BPP1/R1BQ1RK1 b - - 0 13,0.0500
2bq1rk1/5pb1/p1nppnp1/1rp4p/4P3/2PPNN1P/1P2BPP1/R1BQ1RK1 w - - 0 14,0.5700
2bq1rk1/5pb1/p1nppnp1/1rp4p/2N1P3/2PP1N1P/1P2BPP1/R1BQ1RK1 b - - 1 14,0.5200
2bq1rk1/5pb1/p1np1np1/1rp1p2p/2N1P3/2PP1N1P/1P2BPP1/R1BQ1RK1 w - - 0 15,0.8000
2bq1rk1/5pb1/p1np1np1/1rp1p2p/2N1P3/2PP1N1P/1P2BPP1/R1BQR1K1 b - - 1 15,0.7400
2b2rk1/2q2pb1/p1np1np1/1rp1p2p/2N1P3/2PP1N1P/1P2BPP1/R1BQR1K1 w - - 2 16,0.8500
2b2rk1/2q2pb1/p1np1np1/1rp1p2p/2N1P3/2PP1N1P/1PQ1BPP1/R1B1R1K1 b - - 3 16,0.7600
2b2rk1/2q2pb1/p2p1np1/nrp1p2p/2N1P3/2PP1N1P/1PQ1BPP1/R1B1R1K1 w - - 4 17,0.7300
2b2rk1/2q2pb1/p2p1np1/nrp1p2p/2N1P3/2PP3P/1PQNBPP1/R1B1R1K1 b - - 5 17,0.5100
5rk1/2q2pb1/p2pbnp1/nrp1p2p/2N1P3/2PP3P/1PQNBPP1/R1B1R1K1 w - - 6 18,0.3700
5rk1/2q2pb1/p2pbnp1/nrp1p2p/2N1P3/2PP3P/1PQ1BPP1/R1B1RNK1 b - - 7 18,0.2700
5r1k/2q2pb1/p2pbnp1/nrp1p2p/2N1P3/2PP3P/1PQ1BPP1/R1B1RNK1 w - - 8 19,0.4000
5r1k/2q2pb1/p2pbnp1/nrp1p1Bp/2N1P3/2PP3P/1PQ1BPP1/R3RNK1 b - - 9 19,0.2000
5r1k/2q2pb1/p2pb1p1/nrp1p1Bp/2N1n3/2PP3P/1PQ1BPP1/R3RNK1 w - - 0 20,0.4700
5r1k/2q2pb1/p2pb1p1/nrp1p2p/2N1n3/2PPB2P/1PQ1BPP1/R3RNK1 b - - 1 20,-1.0300
1r3r1k/2q2pb1/p2pb1p1/n1p1p2p/2N1n3/2PPB2P/1PQ1BPP1/R3RNK1 w - - 2 21,3.2600
1r3r1k/2q2pb1/p2pb1p1/N1p1p2p/4n3/2PPB2P/1PQ1BPP1/R3RNK1 b - - 0 21,3.5000
1r3r1k/2q2pb1/p2pbnp1/N1p1p2p/8/2PPB2P/1PQ1BPP1/R3RNK1 w - - 1 22,3.3100
1r3r1k/2q2pb1/p2pbnp1/N1p1p2p/8/2PPB1NP/1PQ1BPP1/R3R1K1 b - - 2 22,2.5900
1r3r1k/2q2pb1/p2pb1p1/N1pnp2p/8/2PPB1NP/1PQ1BPP1/R3R1K1 w - - 3 23,3.1500
1r3r1k/2q2pb1/p2pb1p1/N1pnp1Bp/8/2PP2NP/1PQ1BPP1/R3R1K1 b - - 4 23,2.5700
1r3r1k/2q3b1/p2pbpp1/N1pnp1Bp/8/2PP2NP/1PQ1BPP1/R3R1K1 w - - 0 24,3.1400
1r3r1k/2q3b1/p2pbpp1/N1pnp2p/8/2PP2NP/1PQBBPP1/R3R1K1 b - - 1 24,3.0600
1r3rbk/2q3b1/p2p1pp1/N1pnp2p/8/2PP2NP/1PQBBPP1/R3R1K1 w - - 2 25,3.2400
1r3rbk/2q3b1/p2p1pp1/N1pnp2p/8/2PP2NP/1P1BBPP1/R1Q1R1K1 b - - 3 25,3.5200
1r3rbk/2q1n1b1/p2p1pp1/N1p1p2p/8/2PP2NP/1P1BBPP1/R1Q1R1K1 w - - 4 26,3.3200
1r3rbk/2q1n1b1/p2p1pp1/N1p1p2p/8/1PPP2NP/3BBPP1/R1Q1R1K1 b - - 0 26,2.7800
1r3r1k/2q1n1b1/p2pbpp1/N1p1p2p/8/1PPP2NP/3BBPP1/R1Q1R1K1 w - - 1 27,3.5300
1r3r1k/2q1n1b1/p2pbpp1/N1p1p2p/1P6/2PP2NP/3BBPP1/R1Q1R1K1 b - - 0 27,3.6500
1r3r1k/2q1n1b1/p2pbpp1/N1p1p3/1P5p/2PP2NP/3BBPP1/R1Q1R1K1 w - - 0 28,3.4700
1r3r1k/2q1n1b1/p2pbpp1/N1p1p3/1P5p/2PP3P/3BBPP1/R1Q1R1KN b - - 1 28,2.7300
1r3r1k/2q1n1b1/p2pbpp1/N3p3/1p5p/2PP3P/3BBPP1/R1Q1R1KN w - - 0 29,2.2200
1r3r1k/2q1n1b1/p2pbpp1/N3p3/1P5p/3P3P/3BBPP1/R1Q1R1KN b - - 0 29,2.3200
2r2r1k/2q1n1b1/p2pbpp1/N3p3/1P5p/3P3P/3BBPP1/R1Q1R1KN w - - 1 30,2.6700
2r2r1k/2q1n1b1/p2pbpp1/N3p3/1P5p/Q2P3P/3BBPP1/R3R1KN b - - 2 30,2.3600
2r2r1k/2q3b1/p2pbpp1/N3pn2/1P5p/Q2P3P/3BBPP1/R3R1KN w - - 3 31,2.1800
2r2r1k/2q3b1/p2pbpp1/N3pn2/1P5p/Q2P3P/3BBPP1/2R1R1KN b - - 4 31,2.0200
2r2r1k/5qb1/p2pbpp1/N3pn2/1P5p/Q2P3P/3BBPP1/2R1R1KN w - - 5 32,2.0600
2r2r1k/5qb1/p2pbpp1/4pn2/1PN4p/Q2P3P/3BBPP1/2R1R1KN b - - 6 32,2.0200
2r2r2/5qbk/p2pbpp1/4pn2/1PN4p/Q2P3P/3BBPP1/2R1R1KN w - - 7 33,2.1900
2r2r2/5qbk/p2pbpp1/4pn2/1PN3Bp/Q2P3P/3B1PP1/2R1R1KN b - - 8 33,2.2700
5r2/5qbk/p1rpbpp1/4pn2/1PN3Bp/Q2P3P/3B1PP1/2R1R1KN w - - 9 34,2.7100
5r2/5qbk/p1rpbpp1/4pn2/1PN3Bp/Q1BP3P/5PP1/2R1R1KN b - - 10 34,1.8600
5r2/3q2bk/p1rpbpp1/4pn2/1PN3Bp/Q1BP3P/5PP1/2R1R1KN w - - 11 35,2.0600
5r2/3q2bk/p1rpbpp1/N3pn2/1P4Bp/Q1BP3P/5PP1/2R1R1KN b - - 12 35,1.7400
5r2/2rq2bk/p2pbpp1/N3pn2/1P4Bp/Q1BP3P/5PP1/2R1R1KN w - - 13 36,1.7100
5r2/2rq2bk/p2pbpp1/N3pn2/1P3PBp/Q1BP3P/6P1/2R1R1KN b - - 0 36,1.6200
2r5/2rq2bk/p2pbpp1/N3pn2/1P3PBp/Q1BP3P/6P1/2R1R1KN w - - 1 37,1.7300
rnbqkb1r/ppp1pppp/5n2/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 1 3,0.1700
rn1qkb1r/ppp1pppp/5n2/3p1b2/3P4/4PN2/PPP2PPP/RNBQKB1R w KQkq - 2 4,0.3200
rn1qkb1r/ppp1pppp/5n2/3p1b2/3P4/4PN2/PPP1BPPP/RNBQK2R b KQkq - 3 4,0.1900
r2qkb1r/pppnpppp/5n2/3p1b2/3P4/4PN2/PPP1BPPP/RNBQK2R w KQkq - 4 5,0.2700
r2qkb1r/pppnpppp/5n2/3p1b2/3P4/1P2PN2/P1P1BPPP/RNBQK2R b KQkq - 0 5,-0.1900
r2qkb1r/pppnppp1/5n1p/3p1b2/3P4/1P2PN2/P1P1BPPP/RNBQK2R w KQkq - 0 6,0.0700
r2qkb1r/pppnppp1/5n1p/3p1b2/2PP4/1P2PN2/P3BPPP/RNBQK2R b KQkq - 0 6,-0.2500
r2qkb1r/pp1nppp1/2p2n1p/3p1b2/2PP4/1P2PN2/P3BPPP/RNBQK2R w KQkq - 0 7,-0.1600
r2qkb1r/pp1nppp1/2p2n1p/3p1b2/2PP4/1P1BPN2/P4PPP/RNBQK2R b KQkq - 1 7,-0.1800
r2qkb1r/pp1nppp1/2p4p/3p1b2/2PPn3/1P1BPN2/P4PPP/RNBQK2R w KQkq - 2 8,-0.1200
r2qkb1r/pp1nppp1/2p4p/3p1b2/2PPn3/1P1BPN2/P1Q2PPP/RNB1K2R b KQkq - 3 8,-0.1000
r2qkb1r/1p1nppp1/p1p4p/3p1b2/2PPn3/1P1BPN2/P1Q2PPP/RNB1K2R w KQkq - 0 9,0.6800
r2qkb1r/1p1nppp1/p1p4p/3p1b2/2PPn3/BP1BPN2/P1Q2PPP/RN2K2R b KQkq - 1 9,0.2400
r3kb1r/1p1nppp1/p1p4p/q2p1b2/2PPn3/BP1BPN2/P1Q2PPP/RN2K2R w KQkq - 2 10,0.3500
r3kb1r/1p1nppp1/p1p4p/q2p1b2/2PPn3/BP1BPN2/P1Q2PPP/RN3K1R b kq - 3 10,-0.2300
r3kb1r/1p1nppp1/p1p5/q2p1b1p/2PPn3/BP1BPN2/P1Q2PPP/RN3K1R w kq - 0 11,-0.2000
r3kb1r/1p1nppp1/p1p5/q2p1b1p/2PPn3/BP1BPN1P/P1Q2PP1/RN3K1R b kq - 0 11,-0.4800
r3kb1r/1p1nppp1/p1p5/q2p1b2/2PPn2p/BP1BPN1P/P1Q2PP1/RN3K1R w kq - 0 12,-0.2500
r3kb1r/1p1nppp1/p1p5/q2p1b2/2PPn2p/BP1BPN1P/P1Q2PP1/RN4KR b kq - 1 12,-0.7200
r3kb1r/1p2ppp1/p1p2n2/q2p1b2/2PPn2p/BP1BPN1P/P1Q2PP1/RN4KR w kq - 2 13,-0.4600
r3kb1r/1p2ppp1/p1p2n2/q1Bp1b2/2PPn2p/1P1BPN1P/P1Q2PP1/RN4KR b kq - 3 13,-1.3500
